activity_id,learner_id,course_id,activity_date,lesson_id,session_minutes,activities_completed,participation_rate,completion_percentage
A02854,L052,MATH02,2026-06-08,MATH02_L01,40,5,87.6,67.6
A02855,L052,MATH02,2025-09-14,MATH02_L13,32,3,81.5,100.0
A02856,L052,MATH02,2026-03-23,MATH02_L09,30,4,76.8,61.2
A02857,L052,MATH02,2025-10-13,MATH02_L02,32,4,90.0,100.0
A02858,L052,MATH02,2026-01-13,MATH02_L10,42,3,74.5,100.0
A02859,L052,MATH02,2025-11-19,MATH02_L02,37,3,86.0,84.6
A02860,L052,MATH02,2026-08-02,MATH02_L07,54,3,75.8,77.4
A02861,L052,MATH02,2026-02-06,MATH02_L04,37,4,78.4,77.0
A02862,L052,ELA03,2026-01-24,ELA03_L08,43,4,85.5,49.1
A02863,L052,ELA03,2026-07-18,ELA03_L03,25,5,80.9,98.6
A02864,L052,ELA03,2025-11-07,ELA03_L09,36,3,71.1,85.9
A02865,L052,ELA03,2025-11-27,ELA03_L01,52,4,79.3,82.2
A02866,L052,ELA03,2025-09-18,ELA03_L11,45,2,79.1,80.1
A02867,L052,ELA03,2026-03-02,ELA03_L06,44,4,78.0,65.5
A02868,L052,ELA03,2026-05-02,ELA03_L08,29,2,78.6,87.3
A02869,L052,ELA03,2026-06-04,ELA03_L05,42,5,83.1,75.2
A02870,L052,ELA03,2026-06-08,ELA03_L08,37,4,67.1,57.0
A02871,L052,ELA03,2025-11-09,ELA03_L12,33,2,77.9,72.6
A02872,L052,ELA03,2026-06-04,ELA03_L03,40,3,69.4,82.8
A02873,L052,ELA03,2026-06-30,ELA03_L10,43,2,91.3,100.0
A02874,L052,ELA03,2026-04-22,ELA03_L11,38,5,91.1,84.5
A02875,L052,MATH03,2026-05-27,MATH03_L11,32,6,63.6,45.7
A02876,L052,MATH03,2026-07-25,MATH03_L09,38,3,78.5,73.2
A02877,L052,MATH03,2026-02-06,MATH03_L06,34,3,79.1,81.7
A02878,L052,MATH03,2026-05-05,MATH03_L09,45,3,87.1,72.1
A02879,L052,MATH03,2025-12-26,MATH03_L02,51,5,76.2,84.7
A02880,L052,MATH03,2026-04-15,MATH03_L05,41,4,85.6,93.6
A02881,L052,MATH03,2026-03-07,MATH03_L07,27,5,74.1,89.0
A02882,L052,MATH03,2026-01-12,MATH03_L03,45,6,69.6,69.5
A02883,L052,MATH03,2026-02-03,MATH03_L01,39,3,72.0,64.6
A02884,L052,MATH03,2025-09-01,MATH03_L09,25,2,82.0,82.2
A02885,L052,MATH03,2025-11-09,MATH03_L06,41,6,78.3,79.6
A02886,L052,MATH03,2026-01-25,MATH03_L08,30,5,83.3,77.0
A02887,L052,MATH03,2026-06-01,MATH03_L01,37,5,79.1,63.4
A02888,L052,MATH03,2026-08-19,MATH03_L08,36,4,60.3,62.1
A02889,L052,MATH03,2026-05-03,MATH03_L05,42,3,88.4,60.5
A02890,L052,MATH03,2025-09-05,MATH03_L07,46,4,76.6,77.0
A02891,L053,ELA04,2026-07-03,ELA04_L08,31,5,84.1,100.0
A02892,L053,ELA04,2025-09-04,ELA04_L12,30,4,79.3,52.6
A02893,L053,ELA04,2025-12-06,ELA04_L14,42,6,83.4,81.1
A02894,L053,ELA04,2026-06-15,ELA04_L14,32,4,84.0,65.7
A02895,L053,ELA04,2026-03-22,ELA04_L08,36,4,79.1,71.6
A02896,L053,ELA04,2025-11-23,ELA04_L13,36,4,81.4,82.3
A02897,L053,ELA04,2026-03-13,ELA04_L08,45,4,81.0,76.8
A02898,L053,ELA04,2026-01-13,ELA04_L03,33,4,79.2,100.0
A02899,L053,ELA04,2026-04-05,ELA04_L08,36,4,73.4,70.4
A02900,L053,ELA04,2026-05-23,ELA04_L09,41,2,78.0,90.5
A02901,L053,ELA04,2026-01-24,ELA04_L09,29,2,85.7,74.0
A02902,L053,ELA04,2026-03-31,ELA04_L07,59,5,78.7,57.1
A02903,L053,ELA04,2025-10-06,ELA04_L06,38,4,75.2,59.4
A02904,L053,ELA04,2025-11-09,ELA04_L10,33,3,79.6,82.7
A02905,L053,MATH04,2026-07-24,MATH04_L15,45,5,86.9,80.9
A02906,L053,MATH04,2026-07-14,MATH04_L15,41,4,86.4,79.1
A02907,L053,MATH04,2026-01-18,MATH04_L16,39,6,76.7,80.3
A02908,L053,MATH04,2025-12-06,MATH04_L11,32,4,75.8,100.0
A02909,L053,MATH04,2025-09-10,MATH04_L05,46,4,77.5,80.6
A02910,L053,MATH04,2025-09-26,MATH04_L01,34,3,87.0,100.0
A02911,L053,MATH04,2025-12-05,MATH04_L04,45,5,88.6,94.1
A02912,L053,MATH04,2026-01-23,MATH04_L09,39,5,96.8,79.4
A02913,L053,MATH04,2025-11-04,MATH04_L15,29,5,74.1,43.5
A02914,L053,MATH04,2025-09-05,MATH04_L08,15,3,77.5,71.6
A02915,L053,MATH04,2025-10-17,MATH04_L05,42,3,91.8,100.0
A02916,L053,READ01,2026-05-11,READ01_L04,39,3,80.8,68.9
A02917,L053,READ01,2026-02-23,READ01_L07,39,4,74.1,92.6
A02918,L053,READ01,2026-02-07,READ01_L13,17,4,83.8,66.4
A02919,L053,READ01,2026-05-14,READ01_L06,32,3,73.0,56.5
A02920,L053,READ01,2026-04-26,READ01_L12,27,4,82.3,100.0
A02921,L053,READ01,2025-09-17,READ01_L06,36,2,70.1,66.4
A02922,L053,READ01,2025-10-12,READ01_L14,44,4,85.8,96.5
A02923,L053,READ01,2025-11-14,READ01_L01,52,4,100.0,82.6
A02924,L053,READ01,2026-01-15,READ01_L13,31,4,77.4,63.3
A02925,L053,READ01,2026-03-20,READ01_L02,45,4,80.1,68.7
A02926,L053,SCI03,2026-04-29,SCI03_L03,24,4,90.1,89.6
A02927,L053,SCI03,2025-12-08,SCI03_L15,40,5,80.8,80.4
A02928,L053,SCI03,2026-01-07,SCI03_L14,35,3,77.7,87.2
A02929,L053,SCI03,2026-03-15,SCI03_L14,45,4,75.5,69.3
A02930,L053,SCI03,2025-09-07,SCI03_L02,33,5,85.6,88.2
A02931,L053,SCI03,2026-01-06,SCI03_L07,43,5,75.9,89.8
A02932,L053,SCI03,2026-04-15,SCI03_L04,43,3,88.4,100.0
A02933,L053,SCI03,2025-09-18,SCI03_L04,46,4,69.5,55.4
A02934,L053,SCI03,2026-04-24,SCI03_L12,38,5,79.7,71.1
A02935,L053,SCI03,2025-10-19,SCI03_L09,20,6,78.6,65.7
A02936,L053,SCI03,2026-08-07,SCI03_L04,38,4,83.3,93.0
A02937,L053,SCI03,2026-05-01,SCI03_L07,41,5,94.1,98.0
A02938,L053,SCI03,2026-08-15,SCI03_L05,35,5,88.8,100.0
A02939,L053,SCI03,2026-02-13,SCI03_L03,33,4,89.3,92.2
A02940,L053,SCI03,2026-07-20,SCI03_L12,51,4,69.7,73.1
A02941,L053,SCI03,2025-09-22,SCI03_L12,28,3,76.1,78.7
A02942,L053,SCI03,2026-06-09,SCI03_L09,40,4,86.1,82.0
A02943,L053,SCI03,2025-11-02,SCI03_L05,51,5,84.7,94.4
A02944,L054,READ01,2026-07-24,READ01_L05,21,2,65.7,71.1
A02945,L054,READ01,2025-12-11,READ01_L06,37,5,63.2,71.9
A02946,L054,READ01,2025-09-27,READ01_L14,34,2,73.4,72.7
A02947,L054,READ01,2026-08-08,READ01_L04,46,4,56.9,63.1
A02948,L054,READ01,2025-10-28,READ01_L04,17,4,73.2,57.5
A02949,L054,READ01,2026-07-22,READ01_L07,31,4,63.2,66.0
A02950,L054,READ01,2026-02-14,READ01_L01,29,4,74.1,76.0
A02951,L054,READ01,2025-11-25,READ01_L13,26,3,50.2,63.6
A02952,L054,READ01,2026-01-20,READ01_L10,24,3,67.0,91.2
A02953,L054,READ01,2025-11-01,READ01_L07,31,4,64.2,73.4
A02954,L054,READ01,2026-01-03,READ01_L01,38,3,59.7,68.3
A02955,L054,READ01,2025-09-22,READ01_L10,37,2,64.7,54.8
A02956,L054,READ01,2026-08-20,READ01_L08,33,3,70.9,67.2
A02957,L054,READ01,2026-08-19,READ01_L10,29,3,70.5,79.9
A02958,L054,READ01,2025-11-19,READ01_L06,29,5,72.7,76.4
A02959,L054,READ01,2025-10-16,READ01_L04,36,3,55.0,60.2
A02960,L054,READ01,2025-11-20,READ01_L08,34,2,63.0,74.8
A02961,L054,ELA03,2026-08-18,ELA03_L10,25,4,54.1,73.3
A02962,L054,ELA03,2026-02-21,ELA03_L11,39,4,60.5,70.3
A02963,L054,ELA03,2025-10-01,ELA03_L01,25,1,60.8,57.7
A02964,L054,ELA03,2026-03-02,ELA03_L11,24,4,72.7,61.3
A02965,L054,ELA03,2025-11-18,ELA03_L12,39,3,64.2,66.2
A02966,L054,ELA03,2026-06-02,ELA03_L02,39,3,60.0,60.7
A02967,L054,ELA03,2025-11-04,ELA03_L08,39,2,75.8,74.7
A02968,L054,ELA03,2025-12-29,ELA03_L06,34,6,62.7,67.1
A02969,L054,ELA03,2026-06-13,ELA03_L11,29,1,47.0,43.1
A02970,L054,ELA03,2026-02-25,ELA03_L08,27,2,47.4,52.0
A02971,L054,ELA03,2025-12-08,ELA03_L01,36,3,63.3,46.6
A02972,L054,MATH03,2026-03-03,MATH03_L12,49,4,67.4,62.3
A02973,L054,MATH03,2025-11-08,MATH03_L05,26,4,51.9,64.8
A02974,L054,MATH03,2025-09-21,MATH03_L08,40,4,65.4,71.5
A02975,L054,MATH03,2026-08-28,MATH03_L08,35,2,58.0,58.2
A02976,L054,MATH03,2026-06-14,MATH03_L05,47,2,66.0,71.7
A02977,L054,MATH03,2026-06-05,MATH03_L12,40,4,75.2,82.2
A02978,L054,MATH03,2026-05-09,MATH03_L04,25,2,73.7,73.6
A02979,L054,MATH03,2026-06-18,MATH03_L03,43,4,46.0,40.8
A02980,L054,MATH03,2026-06-06,MATH03_L06,33,3,60.3,61.9
A02981,L054,MATH03,2026-02-13,MATH03_L12,32,4,67.8,73.1
A02982,L054,MATH03,2026-04-28,MATH03_L05,44,2,58.4,57.3
A02983,L054,MATH03,2026-07-04,MATH03_L09,28,3,71.0,77.6
A02984,L054,MATH03,2025-11-22,MATH03_L02,33,3,56.4,49.8
A02985,L054,MATH03,2026-05-30,MATH03_L03,27,4,81.7,77.0
A02986,L054,MATH03,2026-04-19,MATH03_L05,34,4,54.6,65.7
A02987,L054,MATH03,2026-01-13,MATH03_L09,57,3,75.8,67.8
A02988,L054,MATH02,2026-04-21,MATH02_L01,31,4,66.9,51.4
A02989,L054,MATH02,2026-07-24,MATH02_L09,40,1,82.3,73.7
A02990,L054,MATH02,2026-03-14,MATH02_L12,43,2,69.8,78.4
A02991,L054,MATH02,2025-12-04,MATH02_L01,33,4,47.7,41.1
A02992,L054,MATH02,2026-07-15,MATH02_L14,35,3,51.2,58.8
A02993,L054,MATH02,2026-03-06,MATH02_L13,27,1,56.2,58.3
A02994,L054,MATH02,2026-07-15,MATH02_L04,24,3,62.0,74.3
A02995,L054,MATH02,2026-02-12,MATH02_L12,36,3,61.6,47.1
A02996,L054,MATH02,2025-10-03,MATH02_L11,30,4,79.8,89.0
A02997,L054,MATH02,2026-06-03,MATH02_L14,38,3,62.2,45.2
A02998,L054,MATH02,2026-03-18,MATH02_L04,29,3,60.6,45.0
A02999,L054,MATH02,2026-05-27,MATH02_L11,46,4,72.3,87.6
A03000,L054,MATH02,2026-05-13,MATH02_L13,28,2,60.5,68.3
A03001,L054,MATH02,2026-06-10,MATH02_L03,33,4,65.1,70.0
A03002,L054,MATH02,2026-07-11,MATH02_L05,28,4,56.6,69.1
A03003,L055,READ01,2026-03-29,READ01_L11,49,5,69.6,74.9
A03004,L055,READ01,2026-02-12,READ01_L02,24,3,58.4,67.5
A03005,L055,READ01,2025-10-20,READ01_L09,37,4,79.8,76.8
A03006,L055,READ01,2026-08-04,READ01_L02,41,1,70.1,65.2
A03007,L055,READ01,2025-09-23,READ01_L14,36,2,72.7,43.6
A03008,L055,READ01,2025-11-06,READ01_L03,33,2,62.2,63.9
A03009,L055,READ01,2025-09-17,READ01_L04,39,1,69.2,53.4
A03010,L055,READ01,2025-10-25,READ01_L08,39,4,62.7,68.4
A03011,L055,READ01,2025-12-08,READ01_L02,31,3,62.1,71.3
A03012,L055,READ01,2025-09-17,READ01_L10,41,3,57.8,57.2
A03013,L055,READ01,2026-07-26,READ01_L14,23,3,59.9,55.9
A03014,L055,READ01,2026-03-18,READ01_L11,32,4,46.2,53.0
A03015,L055,READ01,2026-05-09,READ01_L09,34,3,61.2,63.0
A03016,L055,READ01,2026-07-17,READ01_L12,42,4,77.5,71.6
A03017,L055,READ01,2026-06-30,READ01_L05,21,3,71.2,78.2
A03018,L055,MATH04,2026-03-07,MATH04_L08,39,4,71.1,68.7
A03019,L055,MATH04,2026-07-08,MATH04_L03,26,2,69.5,70.2
A03020,L055,MATH04,2025-09-07,MATH04_L07,19,4,66.5,75.8
A03021,L055,MATH04,2026-08-02,MATH04_L16,53,3,64.5,60.2
A03022,L055,MATH04,2025-10-11,MATH04_L15,33,3,62.0,45.1
A03023,L055,MATH04,2026-07-25,MATH04_L02,33,4,60.8,87.2
A03024,L055,MATH04,2026-03-04,MATH04_L14,28,3,75.8,73.9
A03025,L055,MATH04,2026-03-08,MATH04_L02,33,2,79.4,73.4
A03026,L055,MATH04,2026-07-13,MATH04_L09,40,3,71.2,79.4
A03027,L055,MATH04,2026-05-29,MATH04_L02,35,4,47.0,37.0
A03028,L055,SCI03,2026-02-03,SCI03_L02,19,5,58.5,49.8
A03029,L055,SCI03,2025-12-20,SCI03_L09,39,5,67.1,65.2
A03030,L055,SCI03,2025-10-20,SCI03_L02,35,5,60.8,58.8
A03031,L055,SCI03,2025-12-28,SCI03_L09,22,2,57.5,67.9
A03032,L055,SCI03,2026-03-17,SCI03_L04,29,3,62.6,63.6
A03033,L055,SCI03,2025-12-08,SCI03_L09,32,5,63.2,81.7
A03034,L055,SCI03,2026-08-03,SCI03_L04,37,2,52.3,49.3
A03035,L055,SCI03,2026-06-19,SCI03_L11,32,3,67.6,75.7
A03036,L055,SCI03,2025-12-01,SCI03_L09,29,3,67.5,50.2
A03037,L055,SCI03,2026-06-13,SCI03_L07,50,2,58.3,44.0
A03038,L055,SCI03,2025-10-25,SCI03_L13,33,3,67.7,84.6
A03039,L055,ELA04,2026-08-12,ELA04_L15,30,3,69.5,63.5
A03040,L055,ELA04,2026-08-26,ELA04_L14,32,1,72.1,71.6
A03041,L055,ELA04,2025-10-24,ELA04_L06,52,2,52.9,50.9
A03042,L055,ELA04,2025-12-02,ELA04_L13,32,3,67.2,72.3
A03043,L055,ELA04,2026-05-17,ELA04_L11,40,5,77.4,64.8
A03044,L055,ELA04,2026-08-03,ELA04_L06,35,4,67.7,84.2
A03045,L055,ELA04,2026-06-01,ELA04_L15,31,4,63.4,42.0
A03046,L055,ELA04,2026-02-28,ELA04_L11,33,2,63.3,75.9
A03047,L055,ELA04,2026-06-09,ELA04_L11,33,4,56.7,72.9
A03048,L055,ELA04,2026-03-10,ELA04_L14,42,4,65.1,66.5
A03049,L055,ELA04,2026-07-22,ELA04_L14,23,3,56.4,49.9
A03050,L055,ELA04,2026-02-13,ELA04_L08,40,3,72.5,58.6
A03051,L055,ELA04,2026-06-16,ELA04_L07,26,2,69.2,57.5
A03052,L055,ELA04,2026-03-12,ELA04_L09,43,3,64.0,58.7
A03053,L055,ELA04,2026-03-04,ELA04_L15,38,2,52.9,54.4
A03054,L056,SCI01,2026-03-23,SCI01_L01,47,4,82.0,81.3
A03055,L056,SCI01,2025-09-18,SCI01_L05,57,5,88.8,87.7
A03056,L056,SCI01,2026-07-03,SCI01_L01,36,3,84.9,78.3
A03057,L056,SCI01,2026-05-24,SCI01_L03,45,3,78.7,94.7
A03058,L056,SCI01,2026-02-02,SCI01_L01,40,4,90.9,84.2
A03059,L056,SCI01,2026-02-01,SCI01_L04,49,4,87.0,68.6
A03060,L056,SCI01,2025-12-19,SCI01_L06,43,3,90.5,81.7
A03061,L056,SCI01,2025-09-12,SCI01_L12,34,4,78.0,74.8
A03062,L056,SCI01,2026-01-20,SCI01_L09,34,4,79.7,81.7
A03063,L056,SCI01,2026-05-20,SCI01_L09,49,5,82.3,63.2
A03064,L056,SCI01,2026-06-20,SCI01_L10,45,4,89.1,71.1
A03065,L056,SCI01,2025-11-19,SCI01_L02,40,3,84.9,67.5
A03066,L056,SCI01,2025-09-20,SCI01_L08,38,4,84.2,83.2
A03067,L056,SCI01,2026-03-02,SCI01_L03,36,5,76.0,71.8
A03068,L056,SCI01,2025-11-10,SCI01_L05,36,3,71.5,74.7
A03069,L056,SCI01,2026-03-07,SCI01_L10,27,5,87.4,74.1
A03070,L056,SCI01,2026-01-06,SCI01_L04,40,3,97.3,83.6
A03071,L056,MATH01,2026-02-01,MATH01_L02,37,4,87.6,100.0
A03072,L056,MATH01,2026-06-20,MATH01_L07,40,6,79.3,82.5
A03073,L056,MATH01,2026-06-19,MATH01_L04,44,3,72.0,88.9
A03074,L056,MATH01,2025-10-10,MATH01_L12,64,6,78.3,68.7
A03075,L056,MATH01,2026-02-14,MATH01_L08,46,5,85.0,90.3
A03076,L056,MATH01,2025-11-28,MATH01_L08,39,4,94.9,90.7
A03077,L056,MATH01,2026-08-20,MATH01_L12,43,5,91.7,100.0
A03078,L056,MATH01,2026-06-23,MATH01_L02,42,4,68.5,88.5
A03079,L056,MATH01,2026-07-02,MATH01_L11,52,4,72.6,78.5
A03080,L056,MATH01,2026-02-01,MATH01_L01,44,5,98.3,100.0
A03081,L056,MATH01,2026-06-23,MATH01_L07,40,4,81.0,80.5
A03082,L056,MATH01,2025-10-11,MATH01_L01,43,4,66.2,62.1
A03083,L056,MATH01,2026-02-19,MATH01_L06,28,6,86.6,85.4
A03084,L056,MATH01,2026-04-11,MATH01_L07,32,4,83.7,100.0
A03085,L056,ELA01,2025-12-26,ELA01_L12,47,5,93.2,88.8
A03086,L056,ELA01,2026-08-01,ELA01_L10,38,4,73.3,85.8
A03087,L056,ELA01,2025-09-06,ELA01_L11,53,5,87.3,81.9
A03088,L056,ELA01,2026-07-21,ELA01_L07,51,6,70.5,54.1
A03089,L056,ELA01,2025-09-28,ELA01_L05,43,4,96.9,100.0
A03090,L056,ELA01,2026-05-27,ELA01_L01,45,5,95.6,100.0
A03091,L056,ELA01,2026-02-11,ELA01_L09,40,3,81.7,77.7
A03092,L056,ELA01,2026-06-17,ELA01_L03,35,4,81.9,78.0
A03093,L056,ELA01,2026-02-15,ELA01_L09,27,4,88.9,90.5
A03094,L056,ELA01,2026-08-24,ELA01_L04,39,3,82.4,86.7
A03095,L056,ELA01,2025-11-18,ELA01_L01,44,5,90.0,92.5
A03096,L056,READ01,2026-04-17,READ01_L13,41,5,88.7,69.8
A03097,L056,READ01,2026-07-02,READ01_L10,53,2,77.7,76.0
A03098,L056,READ01,2026-05-17,READ01_L02,39,4,94.2,95.8
A03099,L056,READ01,2025-12-23,READ01_L07,40,4,82.0,95.3
A03100,L056,READ01,2026-01-27,READ01_L13,39,3,96.3,90.0
A03101,L056,READ01,2026-03-21,READ01_L03,44,3,83.4,74.2
A03102,L056,READ01,2025-11-07,READ01_L06,47,4,89.0,73.0
A03103,L056,READ01,2025-10-13,READ01_L08,46,4,100.0,100.0
A03104,L056,READ01,2026-06-20,READ01_L12,47,4,83.9,85.0
A03105,L056,READ01,2025-09-26,READ01_L09,28,6,84.0,72.7
A03106,L056,READ01,2026-03-24,READ01_L05,38,3,74.0,73.4
A03107,L056,READ01,2025-10-14,READ01_L07,48,5,90.4,86.7
A03108,L056,READ01,2026-05-15,READ01_L07,43,2,85.3,92.1
A03109,L056,READ01,2026-08-24,READ01_L03,56,4,73.2,71.0
A03110,L056,READ01,2025-11-09,READ01_L08,35,7,78.7,90.0
A03111,L056,READ01,2026-06-14,READ01_L04,52,5,72.5,69.1
A03112,L057,MATH04,2026-03-22,MATH04_L07,34,5,68.4,58.9
A03113,L057,MATH04,2026-06-15,MATH04_L08,31,2,67.1,93.4
A03114,L057,MATH04,2026-01-03,MATH04_L03,36,2,56.5,51.7
A03115,L057,MATH04,2026-01-15,MATH04_L14,28,4,69.3,66.1
A03116,L057,MATH04,2026-02-13,MATH04_L03,45,3,75.2,76.2
A03117,L057,MATH04,2025-10-28,MATH04_L14,39,3,67.4,69.7
A03118,L057,MATH04,2026-04-05,MATH04_L12,35,5,64.0,71.8
A03119,L057,MATH04,2026-02-26,MATH04_L07,40,3,71.6,75.4
A03120,L057,MATH04,2026-02-12,MATH04_L12,44,1,57.3,56.2
A03121,L057,MATH04,2026-07-02,MATH04_L01,23,4,75.1,66.9
A03122,L057,MATH04,2026-02-04,MATH04_L06,42,3,63.0,38.6
A03123,L057,MATH04,2026-02-27,MATH04_L15,42,4,58.1,79.1
A03124,L057,MATH04,2026-07-17,MATH04_L05,32,6,79.4,79.7
A03125,L057,MATH04,2026-04-14,MATH04_L02,29,1,58.3,77.5
A03126,L057,MATH04,2025-12-29,MATH04_L07,26,3,78.7,79.9
A03127,L057,MATH04,2026-08-17,MATH04_L12,20,3,58.3,54.4
A03128,L057,MATH04,2025-11-19,MATH04_L03,36,5,62.8,59.2
A03129,L057,SCI03,2025-09-28,SCI03_L04,40,4,67.3,59.9
A03130,L057,SCI03,2026-07-15,SCI03_L15,39,2,66.7,81.9
A03131,L057,SCI03,2025-11-15,SCI03_L14,29,3,77.4,85.1
A03132,L057,SCI03,2026-01-26,SCI03_L01,38,3,61.6,44.0
A03133,L057,SCI03,2026-02-23,SCI03_L12,25,4,69.6,61.6
A03134,L057,SCI03,2025-10-27,SCI03_L05,45,4,64.7,51.7
A03135,L057,SCI03,2026-04-19,SCI03_L08,29,4,57.8,62.1
A03136,L057,SCI03,2025-09-12,SCI03_L06,25,4,59.2,57.0
A03137,L057,SCI03,2025-12-17,SCI03_L12,35,5,83.2,69.2
A03138,L057,SCI03,2026-06-03,SCI03_L04,25,4,53.4,74.4
A03139,L057,SCI03,2025-12-14,SCI03_L09,31,2,59.7,38.0
A03140,L057,ELA04,2026-01-11,ELA04_L16,36,3,71.7,54.9
A03141,L057,ELA04,2026-07-16,ELA04_L05,30,4,79.1,61.6
A03142,L057,ELA04,2026-08-22,ELA04_L01,37,4,64.4,66.3
A03143,L057,ELA04,2026-03-12,ELA04_L02,25,3,69.9,71.3
A03144,L057,ELA04,2026-01-09,ELA04_L06,35,2,67.8,52.0
A03145,L057,ELA04,2025-10-01,ELA04_L10,41,4,48.2,58.4
A03146,L057,ELA04,2025-12-12,ELA04_L09,17,2,68.4,70.5
A03147,L057,ELA04,2025-09-28,ELA04_L15,33,4,67.0,67.2
A03148,L057,ELA04,2026-08-02,ELA04_L01,29,4,66.9,61.8
A03149,L057,ELA04,2025-10-05,ELA04_L13,28,3,55.3,67.2
A03150,L057,ELA04,2026-08-05,ELA04_L09,33,2,65.6,75.0
A03151,L057,ELA04,2026-08-06,ELA04_L12,33,5,60.7,66.8
A03152,L057,ELA04,2025-10-26,ELA04_L01,20,3,52.9,38.4
A03153,L057,ELA04,2026-01-28,ELA04_L13,35,3,71.1,62.7
A03154,L057,ELA04,2025-12-28,ELA04_L13,57,3,79.9,84.1
A03155,L057,ELA04,2026-05-19,ELA04_L04,32,2,66.7,53.7
A03156,L057,ELA04,2026-02-09,ELA04_L16,38,3,56.9,25.9
A03157,L057,ELA04,2026-07-03,ELA04_L03,34,5,69.5,74.0
A03158,L057,READ01,2025-12-11,READ01_L09,16,3,54.1,46.6
A03159,L057,READ01,2026-04-23,READ01_L09,34,4,73.5,57.6
A03160,L057,READ01,2026-08-31,READ01_L01,40,1,73.7,89.5
A03161,L057,READ01,2025-09-21,READ01_L04,37,2,66.7,82.0
A03162,L057,READ01,2026-05-30,READ01_L05,41,4,56.5,44.8
A03163,L057,READ01,2026-02-18,READ01_L08,36,4,81.8,63.5
A03164,L057,READ01,2026-03-21,READ01_L12,24,4,82.9,71.0
A03165,L057,READ01,2025-11-20,READ01_L01,41,4,61.0,45.7
A03166,L057,READ01,2026-02-25,READ01_L11,43,2,74.7,93.9
A03167,L057,READ01,2026-02-28,READ01_L06,29,4,54.3,44.1
A03168,L057,READ01,2026-07-18,READ01_L05,36,3,68.1,78.1
A03169,L057,READ01,2025-12-30,READ01_L09,36,4,64.1,73.6
A03170,L058,MATH03,2025-10-02,MATH03_L11,28,4,80.4,69.8
A03171,L058,MATH03,2026-01-10,MATH03_L07,36,3,63.8,73.3
A03172,L058,MATH03,2025-09-16,MATH03_L09,22,3,80.6,63.1
A03173,L058,MATH03,2026-01-22,MATH03_L04,40,3,70.4,63.3
A03174,L058,MATH03,2025-11-17,MATH03_L06,18,5,84.5,77.9
A03175,L058,MATH03,2026-03-21,MATH03_L11,33,5,73.4,58.7
A03176,L058,MATH03,2025-11-10,MATH03_L02,41,2,74.2,63.1
A03177,L058,MATH03,2026-03-15,MATH03_L09,30,3,72.9,68.7
A03178,L058,MATH03,2026-08-14,MATH03_L10,34,5,79.3,67.3
A03179,L058,MATH03,2026-07-18,MATH03_L11,52,3,64.1,48.3
A03180,L058,MATH03,2025-12-26,MATH03_L07,45,3,60.1,57.1
A03181,L058,MATH03,2026-01-02,MATH03_L10,45,4,72.8,100.0
A03182,L058,MATH03,2025-11-18,MATH03_L07,45,5,75.1,74.7
A03183,L058,MATH03,2026-02-07,MATH03_L10,39,4,69.4,62.5
A03184,L058,ELA03,2026-04-18,ELA03_L09,47,6,75.4,85.7
A03185,L058,ELA03,2025-11-07,ELA03_L04,32,4,89.0,100.0
A03186,L058,ELA03,2026-08-01,ELA03_L03,33,5,66.9,55.2
A03187,L058,ELA03,2026-06-25,ELA03_L09,49,5,63.3,68.5
A03188,L058,ELA03,2026-08-17,ELA03_L04,33,4,73.7,92.7
A03189,L058,ELA03,2025-11-10,ELA03_L05,54,3,76.0,75.7
A03190,L058,ELA03,2026-08-19,ELA03_L12,28,4,71.1,76.1
A03191,L058,ELA03,2026-05-27,ELA03_L03,54,4,78.3,92.1
A03192,L058,ELA03,2026-04-09,ELA03_L03,50,6,74.6,81.0
A03193,L058,ELA03,2026-08-02,ELA03_L10,32,4,66.1,71.6
A03194,L058,ELA03,2025-11-20,ELA03_L06,40,4,79.7,72.0
A03195,L058,ELA03,2025-10-05,ELA03_L09,52,5,77.3,83.7
A03196,L058,ELA03,2026-05-31,ELA03_L12,34,3,82.3,73.3
A03197,L058,ELA03,2025-10-31,ELA03_L03,33,5,73.1,67.4
A03198,L058,ELA03,2026-02-10,ELA03_L03,52,3,67.7,69.5
A03199,L058,SCI02,2026-02-11,SCI02_L07,28,5,77.7,85.3
A03200,L058,SCI02,2026-03-30,SCI02_L05,31,4,86.5,87.0
A03201,L058,SCI02,2026-04-15,SCI02_L12,25,4,76.2,59.1
A03202,L058,SCI02,2026-07-24,SCI02_L12,20,2,76.9,86.8
A03203,L058,SCI02,2026-01-19,SCI02_L03,29,5,69.7,73.6
A03204,L058,SCI02,2025-12-06,SCI02_L02,35,6,81.1,73.8
A03205,L058,SCI02,2025-11-07,SCI02_L03,36,2,88.0,93.8
A03206,L058,SCI02,2025-09-14,SCI02_L13,28,3,76.6,76.3
A03207,L058,SCI02,2026-07-11,SCI02_L10,17,5,76.9,70.9
A03208,L058,SCI02,2026-01-15,SCI02_L10,44,4,63.4,78.0
A03209,L058,READ01,2026-07-03,READ01_L04,37,4,77.6,83.4
A03210,L058,READ01,2025-12-28,READ01_L11,30,4,70.8,69.0
A03211,L058,READ01,2025-09-14,READ01_L06,45,4,74.3,74.5
A03212,L058,READ01,2025-10-11,READ01_L12,40,4,69.3,80.1
A03213,L058,READ01,2026-05-03,READ01_L03,33,4,69.4,72.5
A03214,L058,READ01,2026-05-16,READ01_L14,47,2,66.8,76.2
